,x,y,z,ch_edaphic_eivdescombes_pixel_d,ch_edaphic_eivdescombes_pixel_f,ch_edaphic_eivdescombes_pixel_h,ch_edaphic_eivdescombes_pixel_k,ch_edaphic_eivdescombes_pixel_l,ch_edaphic_eivdescombes_pixel_n,ch_edaphic_eivdescombes_pixel_r,ch_edaphic_eivdescombes_pixel_w,meanEVI_annualmax_2017_2021,meanEVI_annualmean_2017_2021,meanEVI_annualmedian_2017_2021,meanEVI_annualmin_2017_2021,meanEVI_annualrange_2017_2021,meanEVI_annualstd_2017_2021,meanGCI_annualmax_2017_2021,meanGCI_annualmean_2017_2021,meanGCI_annualmedian_2017_2021,meanGCI_annualmin_2017_2021,meanGCI_annualrange_2017_2021,meanGCI_annualstd_2017_2021,gdd0Y_8110_LV95,gdd3Y_8110_LV95,gdd5Y_8110_LV95,AI_8110_LV95,bio1_t_8110_LV95,bio2_tdr_8110_LV95,bio3_tiso_8110_LV95,bio4_ts_8110_LV95,bio5_tmaxw_8110_LV95,bio6_tminc_8110_LV95,bio7_tar_8110_LV95,bio8_twetq_8110_LV95,bio9_tdryq_8110_LV95,bio10_twarmq_8110_LV95,bio11_tcoldq_8110_LV95,bio12_p_8110_LV95,bio13_pwet_8110_LV95,bio14_pdry_8110_LV95,bio15_ps_8110_LV95,bio16_pwetq_8110_LV95,bio17_pdryq_8110_LV95,bio18_pwarmq_8110_LV95,bio19_pcoldq_8110_LV95,etpY_8110_LV95,east_mean,eastSlope_mean,north_mean,northSlope_mean,roughness_mean,slope_mean,TPI_mean,TRI_mean,CanopyVaud2m_max,CanopyVaud2m_mean,CanopyVaud2m_median,CanopyVaud2m_min,CanopyVaud2m_sd,EauxStagnantes_prop,ForetBuissannante_prop,ForetClairsemee_prop,ForetDense_prop,Glacier_prop,RocheMeubler_prop,Rocks_Min80Per_prop,ZHumide_prop,sradY,SCD15_final,SCD40_final
11,2579149.745,1126813.598,1969.87255859375,3.09003734588623,2.82561302185059,2.66174697875977,3.20779085159302,3.97332072257996,2.36518716812134,6.70208835601807,1.58735358715057,111257998,13817500,11192500,-19275000,143657504,25710000,30412500,10075000,6615000,-4902500,35312500,11797500,1426.80004882812,846.700012207031,553,13,2.20000004768372,6.90000009536743,31.3999996185303,558.599975585938,14.3000001907349,-7.69999980926514,22,9.19999980926514,-2.40000009536743,9.19999980926514,-4,2067.89990234375,206.800003051758,135.699996948242,13.6999998092651,611.799987792969,447.299987792969,611.799987792969,520.900024414062,279.899993896484,-0.706608533859253,-0.177526444196701,-0.70500636100769,-0.176380440592766,0.731106221675873,14.5204200744629,-0.0168647766113281,0.19013637304306,0,0,0,0,0,0,0,0,0,0,1,0,0,84206.5078125,139,139
12,2579299.744,1127000.043,2041.53247070312,3.38711047172546,2.83236241340637,2.43890309333801,3.22366094589233,4.05384349822998,2.2710394859314,6.78182077407837,1.40990054607391,107287998,5287500,6205000,-41380000,97365000,19520000,10277500,2270000,1557500,-6525000,16800000,4747500,1365.90002441406,800.5,516.700012207031,12,1.89999997615814,6.80000019073486,31.3999996185303,555.299987792969,14,-7.90000009536743,21.8999996185303,8.89999961853027,-2.59999990463257,8.89999961853027,-4.19999980926514,2073.39990234375,207.199996948242,135.899993896484,13.6999998092651,613.099975585938,448.600006103516,613.099975585938,523,273.799987792969,-0.581101655960083,-0.204641416668892,-0.813434660434723,-0.286426931619644,1.03289115428925,20.6179752349854,-0.006927490234375,0.270999491214752,0,0,0,0,0,0,0,0,0,0,1,0,0,85908.7578125,147,146
13,2579493.348,1127048.184,2096.38916015625,3.19696617126465,2.83270263671875,2.75317358970642,3.1943666934967,4.05921840667725,2.26411557197571,6.64643383026123,1.47385632991791,363291992,26572500,9955000,-21282500,469927488,93630000,55697500,16932500,11155000,-5485000,61180000,19830000,1333.09997558594,775.799987792969,497.399993896484,12,1.79999995231628,6.80000019073486,31.2999992370605,554.599975585938,13.8000001907349,-8,21.7999992370605,8.69999980926514,-2.79999995231628,8.69999980926514,-4.40000009536743,2098.10009765625,209.600006103516,137.199996948242,13.6999998092651,620.5,453.700012207031,620.5,529.900024414062,277.799987792969,-0.0986998528242111,-0.045385368168354,-0.99511706829071,-0.457586705684662,1.13286674022675,27.3762683868408,-5.340576171875E-05,0.399726033210754,0.020751953125,0.00518798828125,0,0,0.0103759765625,0,0,0,0,0,0,0,0,91052.09375,140,139
14,2579599.873,1127302.499,2262.03198242188,3.85288691520691,2.95492625236511,1.88387489318848,3.06777024269104,4.41034412384033,2.1482355594635,6.93889951705933,1.46378099918365,97790000,4267500,8345000,-152072496,269240000,46487500,32905000,8825000,4700000,-5950000,38857500,11000000,1286.30004882812,740.299987792969,469.299987792969,12,1.60000002384186,6.80000019073486,31.2999992370605,553.599975585938,13.6000003814697,-8.19999980926514,21.7000007629395,8.5,-3,8.5,-4.5,2090.89990234375,208.699996948242,136.699996948242,13.6999998092651,617.799987792969,452.700012207031,617.799987792969,528.599975585938,264.100006103516,-0.286570012569427,-0.168344974517822,-0.957432866096497,-0.561880707740784,1.85508894920349,35.9387168884277,-0.0198898315429688,0.578789591789246,0,0,0,0,0,0,0,0,0,0,0,0,0,90539.578125,144,144
15,2580699.159,1127020.259,2182.77685546875,3.7002432346344,2.82183337211609,2.10735368728638,3.19966697692871,4.34609413146973,2.18654179573059,6.89150381088257,1.49186229705811,82232002,-24327500,2292500,-450062496,507524992,115957500,4705000,817500,967500,-5780000,10485000,2597500,1234.09997558594,703.200012207031,442,11,1.29999995231628,6.80000019073486,31.2999992370605,555.5,13.3999996185303,-8.5,21.8999996185303,8.30000019073486,-3.20000004768372,8.30000019073486,-4.80000019073486,2189.60009765625,219,142.899993896484,13.8999996185303,649.299987792969,472.399993896484,649.299987792969,553,252.600006103516,0.247334882616997,0.11802876740694,-0.968915939331055,-0.462356716394424,1.33534073829651,28.5020751953125,0.00214385986328125,0.430155426263809,0,0,0,0,0,0,0,0,0,0,1,0,0,90911.75,156,143
16,2580806.114,1127042.468,2188.4228515625,3.79537487030029,2.75325465202332,2.01081347465515,3.22690653800964,4.41656875610352,2.13381481170654,6.93634986877441,1.51140296459198,18922000,3177500,3907500,-23552500,44062500,9482500,7232500,1842500,1577500,-4767500,12000000,3332500,1222,694.5,435.299987792969,11,1.20000004768372,6.80000019073486,31.2000007629395,555,13.3000001907349,-8.60000038146973,21.8999996185303,8.19999980926514,-3.29999995231628,8.19999980926514,-4.90000009536743,2182.30004882812,218.199996948242,142.600006103516,13.8999996185303,647.099975585938,471,647.099975585938,550.799987792969,249.100006103516,-0.363448917865753,-0.203740522265434,-0.931614100933075,-0.522239863872528,1.751708984375,34.0955963134766,-0.00016021728515625,0.534091532230377,0.138671875,0.056640625,0.0439453125,0,0.0686100348830223,0,0,0,0,0,0.990000009536743,0.00999999977648258,0,91070.3828125,137,134
17,2580735.212,1126895.313,2120.263671875,3.72417092323303,2.88911938667297,2.04875135421753,3.1690685749054,4.35442399978638,2.19726085662842,6.8590521812439,1.50621581077576,41562002,6035000,4600000,-14185000,58807500,11730000,8002500,1607500,900000,-5872500,13880000,3782500,1267.30004882812,728.099975585938,461.299987792969,11,1.5,6.90000009536743,31.3999996185303,555.799987792969,13.6000003814697,-8.39999961853027,22,8.39999961853027,-3.09999990463257,8.39999961853027,-4.69999980926514,2183.10009765625,218.399993896484,142.5,13.8999996185303,647.700012207031,470.700012207031,647.700012207031,550.900024414062,253.899993896484,0.444974631071091,0.129841551184654,-0.895523309707642,-0.261310309171677,0.803602457046509,16.9655380249023,6.866455078125E-05,0.234341084957123,0,0,0,0,0,0,0,0,0,0,1,0,0,88651.2109375,148,146
18,2580599.338,1126794.577,2110.859375,3.42668104171753,3.09906339645386,2.3979697227478,2.98272848129272,4.20800495147705,2.20581555366516,6.72476768493652,1.52558028697968,14656000,-3947500,4275000,-212472496,227157504,42445000,9082500,2267500,1362500,-5682500,14767500,4277500,1272.59997558594,732.099975585938,464.399993896484,11,1.5,6.90000009536743,31.2999992370605,556.900024414062,13.6000003814697,-8.39999961853027,22,8.5,-3.09999990463257,8.5,-4.69999980926514,2196.89990234375,219.899993896484,143.300003051758,14,651.799987792969,473.600006103516,651.799987792969,554.799987792969,256.100006103516,0.61579155921936,0.216508120298386,-0.782371520996094,-0.270997434854507,1.09280061721802,20.3967933654785,-0.03558349609375,0.283860951662064,0,0,0,0,0,0,0,0,0,0,1,0,0,76735.9296875,153,150
19,2581000.167,1126549.972,2081.24438476562,2.670086145401,2.99497556686401,3.04214215278625,3.08102989196777,3.98966598510742,2.41179394721985,6.44442653656006,1.67320680618286,22306001,3885000,9807500,-89585000,113060000,24702500,30315000,11225000,9715000,-3922500,34235000,12520000,1273.30004882812,733.200012207031,465.399993896484,10,1.5,6.90000009536743,31.3999996185303,558,13.6999998092651,-8.39999961853027,22.1000003814697,8.5,-3.09999990463257,8.5,-4.80000019073486,2129.89990234375,213.300003051758,139.600006103516,14.1000003814697,633.799987792969,458.399993896484,633.799987792969,535.400024414062,223.800003051758,-0.937051951885223,-0.30149444937706,0.349143415689468,0.11233539134264,0.930691182613373,18.768669128418,-0.00019073486328125,0.285444468259811,0.497314453125,0.46722412109375,0.4658203125,0.43994140625,0.027834439650178,0,0,0,0,0,1,0,0,65031.64453125,137,137
20,2581187.628,1126615.697,2057.71630859375,3.32478189468384,2.92050290107727,2.50250768661499,3.1433310508728,4.0949501991272,2.27160716056824,6.69446992874146,1.61003506183624,98074004,4082500,10965000,-211167504,326762496,59237500,28977500,8105000,5295000,-5897500,34877500,11257500,1290.09997558594,745.900024414062,475.299987792969,10,1.5,7,31.5,561.200012207031,13.8000001907349,-8.39999961853027,22.2000007629395,8.60000038146973,-3,8.60000038146973,-4.69999980926514,2111.19995117188,211.300003051758,138.600006103516,14,628.400024414062,454.399993896484,628.400024414062,530.200012207031,237,0.97734272480011,0.107984907925129,0.211560636758804,0.0233773645013571,0.264811187982559,6.34349346160889,-0.0002899169921875,0.08709716796875,0.43017578125,0.31414794921875,0.3076171875,0.211181640625,0.0933337807655334,0,0,0,0,0,0.409999996423721,0,0,81352.046875,159,159
21,2580927.569,1126330.878,2052.63452148438,2.66062760353088,2.89877605438232,3.10712695121765,3.1802294254303,4.00982618331909,2.37363743782043,6.40353441238403,1.64723527431488,59517998,13265000,13720000,-23525000,89320000,17395000,61870000,22302500,12382500,-4525000,66395000,23415000,1304.69995117188,756.400024414062,483.399993896484,11,1.60000002384186,6.90000009536743,31.3999996185303,560.299987792969,13.8000001907349,-8.30000019073486,22.1000003814697,8.60000038146973,-3,8.60000038146973,-4.59999990463257,2130,213.399993896484,139.899993896484,14.1000003814697,634.400024414062,458.100006103516,634.400024414062,534.599975585938,246.899993896484,-0.43917179107666,-0.0369775854051113,-0.898398399353027,-0.0756428837776184,0.228895395994186,4.82989025115967,-0.000244140625,0.0672064870595932,0.381591796875,0.12725830078125,0.063720703125,0,0.179884135723114,0,0,0,0,0,0,0,0,84091.328125,127,127
22,2580263.615,1126292.706,2016.21801757812,2.63984823226929,2.95520925521851,2.98288011550903,3.15369558334351,3.9962522983551,2.35999178886414,6.37992668151855,1.66675198078156,1000210000,66235000,11650000,-2592500,1246707456,249555000,52787500,15967500,3827500,-6137500,58927500,21697500,1343.90002441406,785.299987792969,505.700012207031,10,1.79999995231628,6.90000009536743,31.2999992370605,559.299987792969,14,-8.10000038146973,22.1000003814697,8.80000019073486,-2.79999995231628,8.80000019073486,-4.40000009536743,2185.30004882812,219.100006103516,143.100006103516,14,649.400024414062,470.5,649.400024414062,550,254,-0.970713317394257,-0.0495097190141678,-0.221750378608704,-0.0113753601908684,0.159247502684593,2.92464327812195,7.2479248046875E-05,0.0498758964240551,0.40185546875,0.3033447265625,0.3076171875,0.1962890625,0.0882086753845215,0,0,0,0,0,0,0,0,76265.890625,141,141
23,2580320.386,1126279.959,2018.73876953125,2.64356231689453,2.96623396873474,2.98334836959839,3.14984464645386,3.99658012390137,2.34720945358276,6.3776912689209,1.69135999679565,42956001,12175000,13077500,-28840000,74642496,15475000,52250000,16790000,5702500,-6257500,58502500,21422500,1342,783.900024414062,504.700012207031,10,1.79999995231628,6.90000009536743,31.2999992370605,559.5,14,-8.10000038146973,22.1000003814697,8.80000019073486,-2.79999995231628,8.80000019073486,-4.40000009536743,2188.5,219.399993896484,143.199996948242,14,650.5,471,650.5,550.799987792969,254.5,-0.907997131347656,-0.0439732931554317,0.383559972047806,0.0167625397443771,0.162448465824127,2.73753523826599,0.009796142578125,0.0537194162607193,0.131591796875,0.05682373046875,0.0478515625,0,0.0554750598967075,0,0,0,0,0,0,0,0,75486.1640625,142,142
24,2580380.367,1126279.530,2020.68041992188,2.6282799243927,3.02029895782471,2.97535705566406,3.13385033607483,4.00935554504395,2.35835695266724,6.36482334136963,1.74842655658722,29286001,10870000,11762500,-3287500,27965000,8090000,54595000,15665000,4800000,-5605000,60200000,20722500,1335.59997558594,779.200012207031,501,10,1.79999995231628,6.90000009536743,31.2999992370605,558.700012207031,14,-8.10000038146973,22.1000003814697,8.69999980926514,-2.79999995231628,8.69999980926514,-4.5,2192.39990234375,219.899993896484,143.5,14.1000003814697,652,471.799987792969,652,551.799987792969,247.899993896484,-0.973832368850708,-0.0890074819326401,-0.209111332893372,-0.019239354878664,0.229098856449127,5.2455906867981,-0.00704574584960938,0.0697886124253273,0.4490966796875,0.3416748046875,0.3309326171875,0.2557373046875,0.081444226205349,0,0,0,0,0,0,0,0,72963.0625,143,144
25,2580600.147,1126400.266,2034.95751953125,2.6507728099823,2.99125337600708,3.01155996322632,3.10538172721863,3.98223090171814,2.43690180778503,6.38180446624756,1.66868567466736,49422002,11050000,11365000,-25000000,82045000,14690000,30162500,8742500,3042500,-5410000,35572500,11580000,1323,769.799987792969,493.600006103516,11,1.70000004768372,6.90000009536743,31.2999992370605,559.400024414062,13.8999996185303,-8.19999980926514,22.1000003814697,8.69999980926514,-2.90000009536743,8.69999980926514,-4.5,2186.89990234375,219.100006103516,142.899993896484,14.1000003814697,650.299987792969,470.5,650.299987792969,550.799987792969,253.199996948242,-0.45148029923439,-0.0439848750829697,-0.889200568199158,-0.0892338305711746,0.350301116704941,5.72577476501465,0.0124244689941406,0.110466852784157,0,0,0,0,0,0,0,0,0,0,0.759999990463257,0,0,82773.421875,146,146
26,2580699.804,1126299.804,2041.57495117188,2.28155064582825,3.16810202598572,3.44181799888611,3.04659056663513,3.901531457901,2.592698097229,6.14285659790039,1.82242262363434,22823999,9630000,9020000,-4402500,27337500,8090000,49452500,15785000,6660000,-4485000,53942500,20102500,1325.90002441406,771.900024414062,495.299987792969,9,1.70000004768372,6.90000009536743,31.3999996185303,559.5,13.8999996185303,-8.19999980926514,22.1000003814697,8.69999980926514,-2.90000009536743,8.69999980926514,-4.5,2168.30004882812,217.300003051758,142.100006103516,14.1000003814697,645.400024414062,466.299987792969,645.400024414062,544.900024414062,220.300003051758,0.104430854320526,0.0403732322156429,0.992374777793884,0.381044626235962,0.877671957015991,22.5824108123779,0.0257911682128906,0.280943125486374,0.376220703125,0.287261962890625,0.2159423828125,0.0714111328125,0.14462223649025,0,0,0,0,0,0,0,0,56234.78125,137,137
27,2580951.190,1126107.343,2030.40747070312,2.34400486946106,3.11402320861816,3.26967406272888,3.06423330307007,3.82128953933716,2.6967670917511,6.29573678970337,1.7892484664917,29203999,5595000,11540000,-98197504,122302496,23827500,32185000,9647500,5547500,-5595000,37787500,12177500,1350.5,790.799987792969,510.399993896484,11,1.79999995231628,7,31.5,561.5,14.1000003814697,-8.10000038146973,22.2000007629395,8.89999961853027,-2.70000004768372,8.89999961853027,-4.40000009536743,2113,211.899993896484,139.199996948242,14.1999998092651,630.299987792969,453.899993896484,630.299987792969,528.599975585938,244.399993896484,0.924531519412994,0.3657006919384,-0.380917131900787,-0.15067295730114,1.17432999610901,23.3006973266602,0.000965118408203125,0.348526000976562,0.2071533203125,0.05389404296875,0.00421142578125,0,0.102249972522259,0,0,0,0,0,0,0.0199999995529652,0,77207.625,162,155
28,2580927.820,1126009.755,2020.68225097656,2.444331407547,3.18383455276489,3.14086127281189,3.00489902496338,3.77389574050903,2.81537938117981,6.27271032333374,1.80475401878357,40678000,10637500,12710000,-22010000,67435000,14837500,53487500,19437500,7865000,-5145000,58637500,20955000,1367.09997558594,803.099975585938,520.200012207031,12,1.89999997615814,7,31.3999996185303,561.5,14.1999998092651,-8,22.2000007629395,8.89999961853027,-2.59999990463257,8.89999961853027,-4.30000019073486,2111,211.800003051758,139.199996948242,14.1999998092651,630.099975585938,453.200012207031,630.099975585938,527.400024414062,267,0.224963799118996,0.0691564977169037,-0.969413876533508,-0.323437690734863,0.645439982414246,19.4528617858887,0.0603485107421875,0.20298258960247,0.349853515625,0.25543212890625,0.25054931640625,0.1707763671875,0.0748039409518242,0,0,0,0,0,0,0.230000004172325,0,83046.8359375,122,109
